"uid","full_sci_name","match_type","BB_Accepted","BB_Accepted2","BB_Accepted3","BB_Accepted4","fuzzy_score"
"Sus_domesticus","Sus domesticus","2 - exact_syn_w_ssp","Sus scrofa",NA,NA,NA,NA
"Taeromys_dominator","Taeromys dominator","2 - exact_syn_w_ssp","Paruromys dominator",NA,NA,NA,NA
"Tamiops_mcclellandii","Tamiops mcclellandii","2 - exact_syn_w_ssp","Tamiops macclellandii",NA,NA,NA,NA
"Tapecomys_wolffsohni","Tapecomys wolffsohni","2 - exact_syn_w_ssp","Phyllotis wolffsohni",NA,NA,NA,NA
"Tarsius_fuscus","Tarsius fuscus","2 - exact_syn_w_ssp","Tarsius tarsier",NA,NA,NA,NA
"Thainycteris_aureocollaris","Thainycteris aureocollaris","2 - exact_syn_w_ssp","Arielulus aureocollaris",NA,NA,NA,NA
"Thainycteris_torquatus","Thainycteris torquatus","2 - exact_syn_w_ssp","Arielulus torquatus",NA,NA,NA,NA
"Tupaia_everetti","Tupaia everetti","2 - exact_syn_w_ssp","Urogale everetti",NA,NA,NA,NA
"Tylonycteris_pygmaea","Tylonycteris pygmaea","2 - exact_syn_w_ssp","Tylonycteris pygmaeus",NA,NA,NA,NA
"Typhlomys_chapensis","Typhlomys chapensis","2 - exact_syn_w_ssp","Typhlomys cinereus",NA,NA,NA,NA
"Uropsilus_atronates","Uropsilus atronates","2 - exact_syn_w_ssp","Uropsilus gracilis",NA,NA,NA,NA
"Uropsilus_nivatus","Uropsilus nivatus","2 - exact_syn_w_ssp","Uropsilus gracilis",NA,NA,NA,NA
"Urva_brachyura","Urva brachyura","2 - exact_syn_w_ssp","Herpestes brachyurus",NA,NA,NA,NA
"Urva_edwardsii","Urva edwardsii","2 - exact_syn_w_ssp","Herpestes edwardsii",NA,NA,NA,NA
"Urva_fusca","Urva fusca","2 - exact_syn_w_ssp","Herpestes fuscus",NA,NA,NA,NA
"Urva_javanica","Urva javanica","2 - exact_syn_w_ssp","Herpestes javanicus",NA,NA,NA,NA
"Urva_semitorquata","Urva semitorquata","2 - exact_syn_w_ssp","Herpestes semitorquatus",NA,NA,NA,NA
"Urva_smithii","Urva smithii","2 - exact_syn_w_ssp","Herpestes smithii",NA,NA,NA,NA
"Urva_urva","Urva urva","2 - exact_syn_w_ssp","Herpestes urva",NA,NA,NA,NA
"Vampyriscus_bidens","Vampyriscus bidens","2 - exact_syn_w_ssp","Vampyressa bidens",NA,NA,NA,NA
"Vampyriscus_brocki","Vampyriscus brocki","2 - exact_syn_w_ssp","Vampyressa brocki",NA,NA,NA,NA
"Vampyriscus_nymphaea","Vampyriscus nymphaea","2 - exact_syn_w_ssp","Vampyressa nymphaea",NA,NA,NA,NA
"Vansonia_rueppellii","Vansonia rueppellii","2 - exact_syn_w_ssp","Pipistrellus rueppellii",NA,NA,NA,NA
"Xenogale_naso","Xenogale naso","2 - exact_syn_w_ssp","Herpestes naso",NA,NA,NA,NA
"Zapus_luteus","Zapus luteus","2 - exact_syn_w_ssp","Zapus hudsonius",NA,NA,NA,NA
"Zapus_pacificus","Zapus pacificus","2 - exact_syn_w_ssp","Zapus princeps",NA,NA,NA,NA
"Zapus_saltator","Zapus saltator","2 - exact_syn_w_ssp","Zapus princeps",NA,NA,NA,NA
"Abrothrix_illutea","Abrothrix illutea","5 - fuzzy_fullsci_w_ssp","Abrothrix illuteus",NA,NA,NA,0.943355119825708
"Abrothrix_olivacea","Abrothrix olivacea","5 - fuzzy_fullsci_w_ssp","Abrothrix olivaceus",NA,NA,NA,0.946393762183236
"Alticola_albicauda","Alticola albicauda","5 - fuzzy_fullsci_w_ssp","Alticola albicaudus",NA,NA,NA,0.946393762183236
"Alticola_strelzovi","Alticola strelzovi","5 - fuzzy_fullsci_w_ssp","Alticola strelzowi",NA,NA,NA,0.962962962962963
"Batomys_grantii","Batomys grantii","5 - fuzzy_fullsci_w_ssp","Batomys granti",NA,NA,NA,0.977777777777778
"Berylmys_bowersii","Berylmys bowersii","5 - fuzzy_fullsci_w_ssp","Berylmys bowersi",NA,NA,NA,0.980392156862745
"Brachytarsomys_villosus","Brachytarsomys villosus","5 - fuzzy_fullsci_w_ssp","Brachytarsomys villosa",NA,NA,NA,0.955862977602108
"Chimarrogale_platycephala","Chimarrogale platycephala","5 - fuzzy_fullsci_w_ssp","Chimarrogale platycephalus",NA,NA,NA,0.961025641025641
"Chrysospalax_villosa","Chrysospalax villosa","5 - fuzzy_fullsci_w_ssp","Chrysospalax villosus",NA,NA,NA,0.951587301587302
"Crocidura_greenwoodae","Crocidura greenwoodae","5 - fuzzy_fullsci_w_ssp","Crocidura greenwoodi",NA,NA,NA,0.951587301587302
"Cryptotis_colombianus","Cryptotis colombianus","5 - fuzzy_fullsci_w_ssp","Cryptotis colombiana",NA,NA,NA,0.951587301587302
"Cryptotis_medellinius","Cryptotis medellinius","5 - fuzzy_fullsci_w_ssp","Cryptotis medellinia",NA,NA,NA,0.951587301587302
"Cryptotis_mexicanus","Cryptotis mexicanus","5 - fuzzy_fullsci_w_ssp","Cryptotis mexicana",NA,NA,NA,0.946393762183236
"Cryptotis_montivagus","Cryptotis montivagus","5 - fuzzy_fullsci_w_ssp","Cryptotis montivaga",NA,NA,NA,0.949122807017544
"Cryptotis_orophilus","Cryptotis orophilus","5 - fuzzy_fullsci_w_ssp","Cryptotis orophila",NA,NA,NA,0.946393762183236
"Cuscomys_oblativus","Cuscomys oblativus","5 - fuzzy_fullsci_w_ssp","Cuscomys oblativa",NA,NA,NA,0.943355119825708
"Diplomesodon_pulchellus","Diplomesodon pulchellus","5 - fuzzy_fullsci_w_ssp","Diplomesodon pulchellum",NA,NA,NA,0.971014492753623
"Echinosorex_gymnurus","Echinosorex gymnurus","5 - fuzzy_fullsci_w_ssp","Echinosorex gymnura",NA,NA,NA,0.949122807017544
"Euroscaptor_micrurus","Euroscaptor micrurus","5 - fuzzy_fullsci_w_ssp","Euroscaptor micrura",NA,NA,NA,0.949122807017544
"Galenomys_garleppii","Galenomys garleppii","5 - fuzzy_fullsci_w_ssp","Galenomys garleppi",NA,NA,NA,0.982456140350877
"Gerbilliscus_afer","Gerbilliscus afer","5 - fuzzy_fullsci_w_ssp","Gerbilliscus afra",NA,NA,NA,0.96078431372549
"Gerbilliscus_gambianus","Gerbilliscus gambianus","5 - fuzzy_fullsci_w_ssp","Gerbilliscus gambiana",NA,NA,NA,0.953823953823954
"Gerbillus_mackilligini","Gerbillus mackilligini","5 - fuzzy_fullsci_w_ssp","Gerbillus mackillingini",NA,NA,NA,0.962779973649539
"Lorentzimys_nouhuysii","Lorentzimys nouhuysii","5 - fuzzy_fullsci_w_ssp","Lorentzimys nouhuysi",NA,NA,NA,0.984126984126984
"Marmosa_paraguayana","Marmosa paraguayana","5 - fuzzy_fullsci_w_ssp","Marmosa paraguayanus",NA,NA,NA,0.949122807017544
"Meriones_shawii","Meriones shawii","5 - fuzzy_fullsci_w_ssp","Meriones shawi",NA,NA,NA,0.977777777777778
"Mesocapromys_nana","Mesocapromys nana","5 - fuzzy_fullsci_w_ssp","Mesocapromys nanus",NA,NA,NA,0.943355119825708
"Microtus_gerbii","Microtus gerbii","5 - fuzzy_fullsci_w_ssp","Microtus gerbei",NA,NA,NA,0.955555555555555
"Murina_huttonii","Murina huttonii","5 - fuzzy_fullsci_w_ssp","Murina huttoni",NA,NA,NA,0.977777777777778
"Ochotona_pallasii","Ochotona pallasii","5 - fuzzy_fullsci_w_ssp","Ochotona pallasi",NA,NA,NA,0.980392156862745
"Octodon_bridgesii","Octodon bridgesii","5 - fuzzy_fullsci_w_ssp","Octodon bridgesi",NA,NA,NA,0.980392156862745
"Parascaptor_leucurus","Parascaptor leucurus","5 - fuzzy_fullsci_w_ssp","Parascaptor leucura",NA,NA,NA,0.949122807017544
"Perognathus_alticola","Perognathus alticola","5 - fuzzy_fullsci_w_ssp","Perognathus alticolus",NA,NA,NA,0.951587301587302
"Petropseudes_dahlii","Petropseudes dahlii","5 - fuzzy_fullsci_w_ssp","Petropseudes dahli",NA,NA,NA,0.982456140350877
"Phyllotis_darwinii","Phyllotis darwinii","5 - fuzzy_fullsci_w_ssp","Phyllotis darwini",NA,NA,NA,0.981481481481482
"Scaptonyx_fusicauda","Scaptonyx fusicauda","5 - fuzzy_fullsci_w_ssp","Scaptonyx fusicaudus",NA,NA,NA,0.949122807017544
"Sorex_camtschaticus","Sorex camtschaticus","5 - fuzzy_fullsci_w_ssp","Sorex camtschatica",NA,NA,NA,0.946393762183236
"Spermophilopsis_leptodactyla","Spermophilopsis leptodactyla","5 - fuzzy_fullsci_w_ssp","Spermophilopsis leptodactylus",NA,NA,NA,0.965106732348112
"Stenocephalemys_albocaudatus","Stenocephalemys albocaudatus","5 - fuzzy_fullsci_w_ssp","Stenocephalemys albocaudata",NA,NA,NA,0.96384479717813
"Vandeleuria_nilagiricus","Vandeleuria nilagiricus","5 - fuzzy_fullsci_w_ssp","Vandeleuria nilagirica",NA,NA,NA,0.955862977602108
"Vandeleuria_oleraceus","Vandeleuria oleraceus","5 - fuzzy_fullsci_w_ssp","Vandeleuria oleracea",NA,NA,NA,0.951587301587302
"Wiedomys_pyrrhorinos","Wiedomys pyrrhorinos","5 - fuzzy_fullsci_w_ssp","Wiedomys pyrrhorhinos",NA,NA,NA,0.984126984126984
"Bos_domesticus","Bos domesticus","6 - fuzzy_syn_w_ssp","Bos taurus",NA,NA,NA,0.952380952380952
"Euroscaptor_malayanus","Euroscaptor malayanus","6 - fuzzy_syn_w_ssp","Euroscaptor klossi",NA,NA,NA,0.951587301587302
"Neoromicia_anchieta","Neoromicia anchieta","6 - fuzzy_syn_w_ssp","Hypsugo anchietae",NA,NA,NA,0.983333333333333
"Rhinolophus_tatar","Rhinolophus tatar","6 - fuzzy_syn_w_ssp","Rhinolophus euryotis",NA,NA,NA,0.952069716775599
"Acomys_chudeaui","Acomys chudeaui","8.0 - manual - no automatic matches","Acomys airensis",NA,NA,NA,NA
"Acrobates_frontalis","Acrobates frontalis","8.0 - manual - no automatic matches","Acrobates pygmaeus",NA,NA,NA,NA
"Alexandromys_middendorffii","Alexandromys middendorffii","8.0 - manual - no automatic matches","Microtus middendorffii",NA,NA,NA,NA
"Alticola_montosus","Alticola montosus","8.0 - manual - no automatic matches","Alticola montosa",NA,NA,NA,NA
"Arctonyx_albogularis","Arctonyx albogularis","8.0 - manual - no automatic matches","Arctonyx collaris",NA,NA,NA,NA
"Arctophoca_forsteri","Arctophoca forsteri","8.0 - manual - no automatic matches","Arctocephalus forsteri",NA,NA,NA,NA
"Barbastella_darjelingensis","Barbastella darjelingensis","8.0 - manual - no automatic matches","Barbastella leucomelas",NA,NA,NA,NA
"Berardius_minimus","Berardius minimus","8.0 - manual - no automatic matches","Berardius bairdii",NA,NA,NA,NA
"Canis_lupaster","Canis lupaster","8.0 - manual - no automatic matches","Canis_anthus",NA,NA,NA,NA
"Cebus_castaneus","Cebus castaneus","8.0 - manual - no automatic matches","Cebus olivaceus",NA,NA,NA,NA
"Cebus_imitator","Cebus imitator","8.0 - manual - no automatic matches","Cebus capucinus",NA,NA,NA,NA
"Cebus_unicolor","Cebus unicolor","8.0 - manual - no automatic matches","Cebus albifrons",NA,NA,NA,NA
"Cervus_canadensis","Cervus canadensis","8.0 - manual - no automatic matches","Cervus elaphus",NA,NA,NA,NA
"Chiropotes_sagulatus","Chiropotes sagulatus","8.0 - manual - no automatic matches","Chiropotes chiropotes",NA,NA,NA,NA
"Cricetomys_ansorgei","Cricetomys ansorgei","8.0 - manual - no automatic matches","Cricetomys gambianus",NA,NA,NA,NA
"Crocidura_anhuiensis","Crocidura anhuiensis","8.0 - manual - no automatic matches","Crocidura attenuata",NA,NA,NA,NA
"Crocidura_beata","Crocidura beata","8.0 - manual - no automatic matches","Crocidura beatus",NA,NA,NA,NA
"Crocidura_dongyangjiangensis","Crocidura dongyangjiangensis","8.0 - manual - no automatic matches","Crocidura attenuata",NA,NA,NA,NA
"Cryptotis_parvus","Cryptotis parvus","8.0 - manual - no automatic matches","Cryptotis parva",NA,NA,NA,NA
"Cyclopes_dorsalis","Cyclopes dorsalis","8.0 - manual - no automatic matches","Cyclopes didactylus",NA,NA,NA,NA
"Cyclopes_rufus","Cyclopes rufus","8.0 - manual - no automatic matches","Cyclopes didactylus",NA,NA,NA,NA
"Cyclopes_thomasi","Cyclopes thomasi","8.0 - manual - no automatic matches","Cyclopes didactylus",NA,NA,NA,NA
"Cyclopes_xinguensis","Cyclopes xinguensis","8.0 - manual - no automatic matches","Cyclopes didactylus",NA,NA,NA,NA
"Cynomops_kuizha","Cynomops kuizha","8.0 - manual - no automatic matches","Cynomops abrasus",NA,NA,NA,NA
"Cynomops_mastivus","Cynomops mastivus","8.0 - manual - no automatic matches","Cynomops abrasus",NA,NA,NA,NA
"Cynomops_milleri","Cynomops milleri","8.0 - manual - no automatic matches","Cynomops paranus",NA,NA,NA,NA
"Dasypus_beniensis","Dasypus beniensis","8.0 - manual - no automatic matches","Dasypus kappleri",NA,NA,NA,NA
"Dasypus_pastasae","Dasypus pastasae","8.0 - manual - no automatic matches","Dasypus kappleri",NA,NA,NA,NA
"Giraffa_giraffa","Giraffa giraffa","8.0 - manual - no automatic matches","Giraffa camelopardalis",NA,NA,NA,NA
"Giraffa_tippelskirchi","Giraffa tippelskirchi","8.0 - manual - no automatic matches","Giraffa camelopardalis",NA,NA,NA,NA
"Hipposideros_gentilis","Hipposideros gentilis","8.0 - manual - no automatic matches","Hipposideros pomona","Hipposideros megalotis",NA,NA,NA
"Hipposideros_swinhoei","Hipposideros swinhoei","8.0 - manual - no automatic matches","Hipposideros pratti",NA,NA,NA,NA
"Lasiopodomys_gregalis","Lasiopodomys gregalis","8.0 - manual - no automatic matches","Microtus gregalis",NA,NA,NA,NA
"Lasiurus_frantzii","Lasiurus frantzii","8.0 - manual - no automatic matches","Lasiurus blossevillii",NA,NA,NA,NA
"Lasiurus_villosissimus","Lasiurus villosissimus","8.0 - manual - no automatic matches","Lasiurus cinereus",NA,NA,NA,NA
"Leopardus_braccatus","Leopardus braccatus","8.0 - manual - no automatic matches","Leopardus colocolo",NA,NA,NA,NA
"Leopardus_emiliae","Leopardus emiliae","8.0 - manual - no automatic matches","Leopardus tigrinus",NA,NA,NA,NA
"Lichonycteris_degener","Lichonycteris degener","8.0 - manual - no automatic matches","Lichonycteris obscura",NA,NA,NA,NA
"Lissonycteris_angolensis","Lissonycteris angolensis","8.0 - manual - no automatic matches","Myonycteris angolensis",NA,NA,NA,NA
"Lophuromys_ansorgei","Lophuromys ansorgei","8.0 - manual - no automatic matches","Lophuromys sikapusi",NA,NA,NA,NA
"Lupulella_adustus","Lupulella adustus","8.0 - manual - no automatic matches","Canis adustus",NA,NA,NA,NA
"Lupulella_mesomelas","Lupulella mesomelas","8.0 - manual - no automatic matches","Canis mesomelas",NA,NA,NA,NA
"Marmosa_macrotarsus","Marmosa macrotarsus","8.0 - manual - no automatic matches","Marmosa quichua",NA,NA,NA,NA
"Martes_caurina","Martes caurina","8.0 - manual - no automatic matches","Martes americana",NA,NA,NA,NA
"Meles_canescens","Meles canescens","8.0 - manual - no automatic matches","Meles meles",NA,NA,NA,NA
"Meriones_psammophilus","Meriones psammophilus","8.0 - manual - no automatic matches","Meriones meridianus","Meriones chengi",NA,NA,NA
"Mesoplodon_hotaula","Mesoplodon hotaula","8.0 - manual - no automatic matches","Mesoplodon ginkgodens",NA,NA,NA,NA
"Metachirus_myosuros","Metachirus myosuros","8.0 - manual - no automatic matches","Metachirus nudicaudatus",NA,NA,NA,NA
"Micromys_erythrotis","Micromys erythrotis","8.0 - manual - no automatic matches","Micromys minutus",NA,NA,NA,NA
"Miniopterus_arenarius","Miniopterus arenarius","8.0 - manual - no automatic matches","Miniopterus natalensis",NA,NA,NA,NA
"Miniopterus_blepotis","Miniopterus blepotis","8.0 - manual - no automatic matches","Miniopterus fuliginosus",NA,NA,NA,NA
"Miniopterus_pallidus","Miniopterus pallidus","8.0 - manual - no automatic matches","Miniopterus schreibersii",NA,NA,NA,NA
"Molossus_fluminensis","Molossus fluminensis","8.0 - manual - no automatic matches","Molossus rufus",NA,NA,NA,NA
"Myotis_browni","Myotis browni","8.0 - manual - no automatic matches","Myotis muricola",NA,NA,NA,NA
"Myotis_sibiricus","Myotis sibiricus","8.0 - manual - no automatic matches","Myotis brandtii",NA,NA,NA,NA
"Neomys_milleri","Neomys milleri","8.0 - manual - no automatic matches","Neomys anomalus",NA,NA,NA,NA
"Nothocricetulus_migratorius","Nothocricetulus migratorius","8.0 - manual - no automatic matches","Cricetulus migratorius",NA,NA,NA,NA
"Ovis_vignei","Ovis vignei","8.0 - manual - no automatic matches","Ovis orientalis",NA,NA,NA,NA
"Peromyscus_micropus","Peromyscus micropus","8.0 - manual - no automatic matches","Peromyscus melanophrys",NA,NA,NA,NA
"Philander_pebas","Philander pebas","8.0 - manual - no automatic matches","Philander opossum",NA,NA,NA,NA
"Platyrrhinus_incarum","Platyrrhinus incarum","8.0 - manual - no automatic matches","Platyrrhinus helleri",NA,NA,NA,NA
"Plecturocebus_cupreus","Plecturocebus cupreus","8.0 - manual - no automatic matches","Callicebus cupreus",NA,NA,NA,NA
"Pteronotus_alitonus","Pteronotus alitonus","8.0 - manual - no automatic matches","Prionailurus rubiginosus",NA,NA,NA,NA
"Pteronotus_rubiginosus","Pteronotus rubiginosus","8.0 - manual - no automatic matches","Pteronotus parnellii",NA,NA,NA,NA
"Pteropus_medius","Pteropus medius","8.0 - manual - no automatic matches","Pteropus giganteus",NA,NA,NA,NA
"Rhinolophus_lobatus","Rhinolophus lobatus","8.0 - manual - no automatic matches","Rhinolophus landeri",NA,NA,NA,NA
"Rhinolophus_nippon","Rhinolophus nippon","8.0 - manual - no automatic matches","Rhinolophus ferrumequinum",NA,NA,NA,NA
"Rhinolophus_perniger","Rhinolophus perniger","8.0 - manual - no automatic matches","Rhinolophus luctus",NA,NA,NA,NA
"Saguinus_fuscus","Saguinus fuscus","8.0 - manual - no automatic matches","Leontocebus fuscicollis",NA,NA,NA,NA
"Saguinus_ursula","Saguinus ursula","8.0 - manual - no automatic matches","Saguinus niger",NA,NA,NA,NA
"Saimiri_cassiquiarensis","Saimiri cassiquiarensis","8.0 - manual - no automatic matches","Saimiri sciureus",NA,NA,NA,NA
"Saimiri_macrodon","Saimiri macrodon","8.0 - manual - no automatic matches","Saimiri_sciureus",NA,NA,NA,NA
"Sorex_albibarbis","Sorex albibarbis","8.0 - manual - no automatic matches","Sorex palustris",NA,NA,NA,NA
"Sorex_eximius","Sorex eximius","8.0 - manual - no automatic matches","Sorex hoyi",NA,NA,NA,NA
"Sorex_fontinalis","Sorex fontinalis","8.0 - manual - no automatic matches","Sorex cinereus",NA,NA,NA,NA
"Sorex_navigator","Sorex navigator","8.0 - manual - no automatic matches","Sorex palustris","Sorex alaskanus",NA,NA,NA
"Sturnira_giannae","Sturnira giannae","8.0 - manual - no automatic matches","Sturnira lilium",NA,NA,NA,NA
"Suncus_megalurus","Suncus megalurus","8.0 - manual - no automatic matches","Suncus megalura",NA,NA,NA,NA
"Sundasciurus_natunensis","Sundasciurus natunensis","8.0 - manual - no automatic matches","Sundasciurus lowii",NA,NA,NA,NA
"Thomasomys_fumeus","Thomasomys fumeus","8.0 - manual - no automatic matches","Thomasomys rhoadsi",NA,NA,NA,NA
"Tonatia_maresi","Tonatia maresi","8.0 - manual - no automatic matches","Tonatia saurophila",NA,NA,NA,NA
"Trachops_ehrhardti","Trachops ehrhardti","8.0 - manual - no automatic matches","Trachops cirrhosus",NA,NA,NA,NA
"Tragelaphus_sylvaticus","Tragelaphus sylvaticus","8.0 - manual - no automatic matches","Tragelaphus scriptus",NA,NA,NA,NA
"Tylonycteris_fulvida","Tylonycteris fulvida","8.0 - manual - no automatic matches","Tylonycteris pachypus",NA,NA,NA,NA
"Urva_auropunctata","Urva auropunctata","8.0 - manual - no automatic matches","Herpestes javanicus",NA,NA,NA,NA
"Equus_asinus","Equus asinus","8.2 - manual - overriding type 2 match","Equus africanus",NA,NA,NA,NA
"Rhinopoma_cystops","Rhinopoma cystops","8.2 - manual - overriding type 2 match","Rhinopoma hardwickii","Rhinopoma macinnesi",NA,NA,NA
"Lagothrix_lagothricha","Lagothrix lagothricha","8.5 - manual - overriding type 5 match","Lagothrix lagotricha","Lagothrix cana","Lagothrix poeppigii","Lagothrix lugens",NA
"Reithrodon_caurinus","Reithrodon caurinus","8.5 - manual - overriding type 5 match","Reithrodon auritus",NA,NA,NA,NA
"Rhinolophus_damarensis","Rhinolophus damarensis","8.5 - manual - overriding type 5 match","Rhinolophus darlingi",NA,NA,NA,NA
"Trachypithecus_mauritius","Trachypithecus mauritius","8.5 - manual - overriding type 5 match","Trachypithecus auratus",NA,NA,NA,NA
"Aonyx_cinereus","Aonyx cinereus","8.6 - manual - overriding type 6 match","Aonyx cinerea",NA,NA,NA,NA
"Microtus_drummondii","Microtus drummondii","8.6 - manual - overriding type 6 match","Microtus pennsylvanicus",NA,NA,NA,NA
"Arctophoca_australis","Arctophoca australis","8.8 - manual - resolved case with >1 backbone Accepted name","Arctocephalus australis",NA,NA,NA,NA
"Artibeus_watsoni","Artibeus watsoni","8.8 - manual - resolved case with >1 backbone Accepted name","Dermanura watsoni","Dermanura incomitatus",NA,NA,NA
"Cheracebus_torquatus","Cheracebus torquatus","8.8 - manual - resolved case with >1 backbone Accepted name","Callicebus torquatus","Callicebus purinus",NA,NA,NA
"Heterogeomys_cherriei","Heterogeomys cherriei","8.8 - manual - resolved case with >1 backbone Accepted name","Orthogeomys cherriei","Orthogeomys matagalpae",NA,NA,NA
"Heterogeomys_dariensis","Heterogeomys dariensis","8.8 - manual - resolved case with >1 backbone Accepted name","Orthogeomys dariensis","Orthogeomys thaeleri",NA,NA,NA
"Hylopetes_sagitta","Hylopetes sagitta","8.8 - manual - resolved case with >1 backbone Accepted name","Petinomys sagitta","Hylopetes lepidus",NA,NA,NA
"Laephotis_capensis","Laephotis capensis","8.8 - manual - resolved case with >1 backbone Accepted name","Neoromicia capensis","Neoromicia melckorum",NA,NA,NA
"Lycalopex_gymnocercus","Lycalopex gymnocercus","8.8 - manual - resolved case with >1 backbone Accepted name","Pseudalopex gymnocercus",NA,NA,NA,NA
"Mirostrellus_joffrei","Mirostrellus joffrei","8.8 - manual - resolved case with >1 backbone Accepted name","Pipistrellus anthonyi","Pipistrellus joffrei",NA,NA,NA
"Plecturocebus_caligatus","Plecturocebus caligatus","8.8 - manual - resolved case with >1 backbone Accepted name","Callicebus caligatus","Callicebus dubius",NA,NA,NA
"Saguinus_fuscicollis","Saguinus fuscicollis","8.8 - manual - resolved case with >1 backbone Accepted name","Leontocebus fuscicollis",NA,NA,NA,NA
"Sorex_obscurus","Sorex obscurus","8.8 - manual - resolved case with >1 backbone Accepted name","Sorex monticolus",NA,NA,NA,NA
"Paragalago_granti","Paragalago granti","9.1 - still unmatched, (>1 Backbone Accepted)",NA,NA,NA,NA,NA
"Abrocoma_schistacea","Abrocoma schistacea","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Abrothrix_andina","Abrothrix andina","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Abrothrix_lanosa","Abrothrix lanosa","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Acomys_selousi","Acomys selousi","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Aegialomys_baroni","Aegialomys baroni","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Aegialomys_ica","Aegialomys ica","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Ailurops_furvus","Ailurops furvus","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Ailurus_styani","Ailurus styani","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Akodon_baliolus","Akodon baliolus","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Akodon_kadiweu","Akodon kadiweu","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Akodon_kotosh","Akodon kotosh","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Alexandromys_alpinus","Alexandromys alpinus","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Alexandromys_mongolicus","Alexandromys mongolicus","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Alexandromys_shantaricus","Alexandromys shantaricus","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Alpiscaptulus_medogensis","Alpiscaptulus medogensis","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Anoura_aequatoris","Anoura aequatoris","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Anoura_cadenai","Anoura cadenai","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Anoura_javieri","Anoura javieri","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Anoura_peruana","Anoura peruana","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Antechinus_mimetes","Antechinus mimetes","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Antillomys_rayi","Antillomys rayi","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Apodemus_nigrus","Apodemus nigrus","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Arctonyx_hoevenii","Arctonyx hoevenii","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Arctophoca_philippii","Arctophoca philippii","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Arctophoca_townsendi","Arctophoca townsendi","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Artibeus_aequatorialis","Artibeus aequatorialis","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Artibeus_schwartzi","Artibeus schwartzi","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Arvicola_italicus","Arvicola italicus","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Arvicola_persicus","Arvicola persicus","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Asellia_italosomalica","Asellia italosomalica","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Aselliscus_dongbacanus","Aselliscus dongbacanus","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Balaenoptera_brydei","Balaenoptera brydei","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Balaenoptera_ricei","Balaenoptera ricei","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Balionycteris_seimundi","Balionycteris seimundi","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Barbastella_caspica","Barbastella caspica","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Barbastella_pacifica","Barbastella pacifica","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Batomys_hamiguitan","Batomys hamiguitan","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Beamys_major","Beamys major","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Bettongia_anhydra","Bettongia anhydra","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Biswamoyopterus_gaoligongensis","Biswamoyopterus gaoligongensis","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Blarina_peninsulae","Blarina peninsulae","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
"Blarina_shermani","Blarina shermani","9.2 - still unmatched (no automatic matches)",NA,NA,NA,NA,NA
