"uid","full_sci_name","match_type","BB_Accepted","BB_Accepted2","BB_Accepted3","BB_Accepted4","p","c","o","f","fuzzy_score"
"Myotis_alcathoe","Myotis alcathoe","1 - exact_fullsci_w_ssp","Myotis alcathoe",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_altarium","Myotis altarium","1 - exact_fullsci_w_ssp","Myotis altarium",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_annamiticus","Myotis annamiticus","1 - exact_fullsci_w_ssp","Myotis annamiticus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_atacamensis","Myotis atacamensis","1 - exact_fullsci_w_ssp","Myotis atacamensis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_ater","Myotis ater","1 - exact_fullsci_w_ssp","Myotis ater",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_auriculus","Myotis auriculus","1 - exact_fullsci_w_ssp","Myotis auriculus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_austroriparius","Myotis austroriparius","1 - exact_fullsci_w_ssp","Myotis austroriparius",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_bechsteinii","Myotis bechsteinii","1 - exact_fullsci_w_ssp","Myotis bechsteinii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_blythii","Myotis blythii","1 - exact_fullsci_w_ssp","Myotis blythii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_bocagii","Myotis bocagii","1 - exact_fullsci_w_ssp","Myotis bocagii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_bombinus","Myotis bombinus","1 - exact_fullsci_w_ssp","Myotis bombinus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_brandtii","Myotis brandtii","1 - exact_fullsci_w_ssp","Myotis brandtii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_californicus","Myotis californicus","1 - exact_fullsci_w_ssp","Myotis californicus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_capaccinii","Myotis capaccinii","1 - exact_fullsci_w_ssp","Myotis capaccinii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_ciliolabrum","Myotis ciliolabrum","1 - exact_fullsci_w_ssp","Myotis ciliolabrum",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_crypticus","Myotis crypticus","1 - exact_fullsci_w_ssp","Myotis crypticus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_csorbai","Myotis csorbai","1 - exact_fullsci_w_ssp","Myotis csorbai",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_dasycneme","Myotis dasycneme","1 - exact_fullsci_w_ssp","Myotis dasycneme",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_daubentonii","Myotis daubentonii","1 - exact_fullsci_w_ssp","Myotis daubentonii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_davidii","Myotis davidii","1 - exact_fullsci_w_ssp","Myotis davidii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_dominicensis","Myotis dominicensis","1 - exact_fullsci_w_ssp","Myotis dominicensis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_elegans","Myotis elegans","1 - exact_fullsci_w_ssp","Myotis elegans",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_emarginatus","Myotis emarginatus","1 - exact_fullsci_w_ssp","Myotis emarginatus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_evotis","Myotis evotis","1 - exact_fullsci_w_ssp","Myotis evotis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_fimbriatus","Myotis fimbriatus","1 - exact_fullsci_w_ssp","Myotis fimbriatus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_findleyi","Myotis findleyi","1 - exact_fullsci_w_ssp","Myotis findleyi",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_formosus","Myotis formosus","1 - exact_fullsci_w_ssp","Myotis formosus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_fortidens","Myotis fortidens","1 - exact_fullsci_w_ssp","Myotis fortidens",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_frater","Myotis frater","1 - exact_fullsci_w_ssp","Myotis frater",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_grisescens","Myotis grisescens","1 - exact_fullsci_w_ssp","Myotis grisescens",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_hasseltii","Myotis hasseltii","1 - exact_fullsci_w_ssp","Myotis hasseltii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_horsfieldii","Myotis horsfieldii","1 - exact_fullsci_w_ssp","Myotis horsfieldii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_ikonnikovi","Myotis ikonnikovi","1 - exact_fullsci_w_ssp","Myotis ikonnikovi",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_keaysi","Myotis keaysi","1 - exact_fullsci_w_ssp","Myotis keaysi",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_keenii","Myotis keenii","1 - exact_fullsci_w_ssp","Myotis keenii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_leibii","Myotis leibii","1 - exact_fullsci_w_ssp","Myotis leibii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_levis","Myotis levis","1 - exact_fullsci_w_ssp","Myotis levis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_lucifugus","Myotis lucifugus","1 - exact_fullsci_w_ssp","Myotis lucifugus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_macrodactylus","Myotis macrodactylus","1 - exact_fullsci_w_ssp","Myotis macrodactylus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_martiniquensis","Myotis martiniquensis","1 - exact_fullsci_w_ssp","Myotis martiniquensis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_montivagus","Myotis montivagus","1 - exact_fullsci_w_ssp","Myotis montivagus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_muricola","Myotis muricola","1 - exact_fullsci_w_ssp","Myotis muricola",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_myotis","Myotis myotis","1 - exact_fullsci_w_ssp","Myotis myotis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_mystacinus","Myotis mystacinus","1 - exact_fullsci_w_ssp","Myotis mystacinus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_nattereri","Myotis nattereri","1 - exact_fullsci_w_ssp","Myotis nattereri",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_nigricans","Myotis nigricans","1 - exact_fullsci_w_ssp","Myotis nigricans",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_occultus","Myotis occultus","1 - exact_fullsci_w_ssp","Myotis occultus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_oxyotus","Myotis oxyotus","1 - exact_fullsci_w_ssp","Myotis oxyotus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_petax","Myotis petax","1 - exact_fullsci_w_ssp","Myotis petax",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_phanluongi","Myotis phanluongi","1 - exact_fullsci_w_ssp","Myotis phanluongi",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_pilosus","Myotis pilosus","1 - exact_fullsci_w_ssp","Myotis pilosus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_planiceps","Myotis planiceps","1 - exact_fullsci_w_ssp","Myotis planiceps",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_punicus","Myotis punicus","1 - exact_fullsci_w_ssp","Myotis punicus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_ridleyi","Myotis ridleyi","1 - exact_fullsci_w_ssp","Myotis ridleyi",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_riparius","Myotis riparius","1 - exact_fullsci_w_ssp","Myotis riparius",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_rosseti","Myotis rosseti","1 - exact_fullsci_w_ssp","Myotis rosseti",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_ruber","Myotis ruber","1 - exact_fullsci_w_ssp","Myotis ruber",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_septentrionalis","Myotis septentrionalis","1 - exact_fullsci_w_ssp","Myotis septentrionalis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_siligorensis","Myotis siligorensis","1 - exact_fullsci_w_ssp","Myotis siligorensis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_sodalis","Myotis sodalis","1 - exact_fullsci_w_ssp","Myotis sodalis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_thysanodes","Myotis thysanodes","1 - exact_fullsci_w_ssp","Myotis thysanodes",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_velifer","Myotis velifer","1 - exact_fullsci_w_ssp","Myotis velifer",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_vivesi","Myotis vivesi","1 - exact_fullsci_w_ssp","Myotis vivesi",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_volans","Myotis volans","1 - exact_fullsci_w_ssp","Myotis volans",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_welwitschii","Myotis welwitschii","1 - exact_fullsci_w_ssp","Myotis welwitschii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myotis_yumanensis","Myotis yumanensis","1 - exact_fullsci_w_ssp","Myotis yumanensis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Myrmecobius_fasciatus","Myrmecobius fasciatus","1 - exact_fullsci_w_ssp","Myrmecobius fasciatus",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Myrmecobiidae",NA
"Myrmecophaga_tridactyla","Myrmecophaga tridactyla","1 - exact_fullsci_w_ssp","Myrmecophaga tridactyla",NA,NA,NA,"Chordata","Mammalia","Pilosa","Myrmecophagidae",NA
"Mysateles_prehensilis","Mysateles prehensilis","1 - exact_fullsci_w_ssp","Mysateles prehensilis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Capromyidae",NA
"Mystacina_tuberculata","Mystacina tuberculata","1 - exact_fullsci_w_ssp","Mystacina tuberculata",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Mystacinidae",NA
"Mystromys_albicaudatus","Mystromys albicaudatus","1 - exact_fullsci_w_ssp","Mystromys albicaudatus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Nesomyidae",NA
"Myzopoda_aurita","Myzopoda aurita","1 - exact_fullsci_w_ssp","Myzopoda aurita",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Myzopodidae",NA
"Naemorhedus_baileyi","Naemorhedus baileyi","1 - exact_fullsci_w_ssp","Naemorhedus baileyi",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Naemorhedus_caudatus","Naemorhedus caudatus","1 - exact_fullsci_w_ssp","Naemorhedus caudatus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Naemorhedus_cranbrooki","Naemorhedus cranbrooki","1 - exact_fullsci_w_ssp","Naemorhedus cranbrooki",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Naemorhedus_evansi","Naemorhedus evansi","1 - exact_fullsci_w_ssp","Naemorhedus evansi",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Naemorhedus_goral","Naemorhedus goral","1 - exact_fullsci_w_ssp","Naemorhedus goral",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Nandinia_binotata","Nandinia binotata","1 - exact_fullsci_w_ssp","Nandinia binotata",NA,NA,NA,"Chordata","Mammalia","Carnivora","Nandiniidae",NA
"Nanger_dama","Nanger dama","1 - exact_fullsci_w_ssp","Nanger dama",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Nanger_granti","Nanger granti","1 - exact_fullsci_w_ssp","Nanger granti",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Nanger_soemmerringii","Nanger soemmerringii","1 - exact_fullsci_w_ssp","Nanger soemmerringii",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Nannosciurus_melanotis","Nannosciurus melanotis","1 - exact_fullsci_w_ssp","Nannosciurus melanotis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Nannospalax_ehrenbergi","Nannospalax ehrenbergi","1 - exact_fullsci_w_ssp","Nannospalax ehrenbergi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Spalacidae",NA
"Nannospalax_leucodon","Nannospalax leucodon","1 - exact_fullsci_w_ssp","Nannospalax leucodon",NA,NA,NA,"Chordata","Mammalia","Rodentia","Spalacidae",NA
"Nanonycteris_veldkampii","Nanonycteris veldkampii","1 - exact_fullsci_w_ssp","Nanonycteris veldkampii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Pteropodidae",NA
"Napaeozapus_insignis","Napaeozapus insignis","1 - exact_fullsci_w_ssp","Napaeozapus insignis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Dipodidae",NA
"Nasalis_larvatus","Nasalis larvatus","1 - exact_fullsci_w_ssp","Nasalis larvatus",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Nasua_narica","Nasua narica","1 - exact_fullsci_w_ssp","Nasua narica",NA,NA,NA,"Chordata","Mammalia","Carnivora","Procyonidae",NA
"Nasua_nasua","Nasua nasua","1 - exact_fullsci_w_ssp","Nasua nasua",NA,NA,NA,"Chordata","Mammalia","Carnivora","Procyonidae",NA
"Natalus_macrourus","Natalus macrourus","1 - exact_fullsci_w_ssp","Natalus macrourus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Natalidae",NA
"Natalus_stramineus","Natalus stramineus","1 - exact_fullsci_w_ssp","Natalus stramineus",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Natalidae",NA
"Natalus_tumidirostris","Natalus tumidirostris","1 - exact_fullsci_w_ssp","Natalus tumidirostris",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Natalidae",NA
"Neacomys_dubosti","Neacomys dubosti","1 - exact_fullsci_w_ssp","Neacomys dubosti",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neacomys_minutus","Neacomys minutus","1 - exact_fullsci_w_ssp","Neacomys minutus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neacomys_paracou","Neacomys paracou","1 - exact_fullsci_w_ssp","Neacomys paracou",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neacomys_spinosus","Neacomys spinosus","1 - exact_fullsci_w_ssp","Neacomys spinosus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neamblysomus_gunningi","Neamblysomus gunningi","1 - exact_fullsci_w_ssp","Neamblysomus gunningi",NA,NA,NA,"Chordata","Mammalia","NA","Chrysochloridae",NA
"Neamblysomus_julianae","Neamblysomus julianae","1 - exact_fullsci_w_ssp","Neamblysomus julianae",NA,NA,NA,"Chordata","Mammalia","NA","Chrysochloridae",NA
"Nectogale_elegans","Nectogale elegans","1 - exact_fullsci_w_ssp","Nectogale elegans",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Nectomys_rattus","Nectomys rattus","1 - exact_fullsci_w_ssp","Nectomys rattus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Nectomys_squamipes","Nectomys squamipes","1 - exact_fullsci_w_ssp","Nectomys squamipes",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neodon_clarkei","Neodon clarkei","1 - exact_fullsci_w_ssp","Neodon clarkei",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neodon_forresti","Neodon forresti","1 - exact_fullsci_w_ssp","Neodon forresti",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neodon_fuscus","Neodon fuscus","1 - exact_fullsci_w_ssp","Neodon fuscus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neodon_irene","Neodon irene","1 - exact_fullsci_w_ssp","Neodon irene",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neodon_leucurus","Neodon leucurus","1 - exact_fullsci_w_ssp","Neodon leucurus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neodon_linzhiensis","Neodon linzhiensis","1 - exact_fullsci_w_ssp","Neodon linzhiensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neodon_medogensis","Neodon medogensis","1 - exact_fullsci_w_ssp","Neodon medogensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neodon_nyalamensis","Neodon nyalamensis","1 - exact_fullsci_w_ssp","Neodon nyalamensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neodon_sikimensis","Neodon sikimensis","1 - exact_fullsci_w_ssp","Neodon sikimensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neofelis_diardi","Neofelis diardi","1 - exact_fullsci_w_ssp","Neofelis diardi",NA,NA,NA,"Chordata","Mammalia","Carnivora","Felidae",NA
"Neofelis_nebulosa","Neofelis nebulosa","1 - exact_fullsci_w_ssp","Neofelis nebulosa",NA,NA,NA,"Chordata","Mammalia","Carnivora","Felidae",NA
"Neohylomys_hainanensis","Neohylomys hainanensis","1 - exact_fullsci_w_ssp","Neohylomys hainanensis",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Erinaceidae",NA
"Neomonachus_schauinslandi","Neomonachus schauinslandi","1 - exact_fullsci_w_ssp","Neomonachus schauinslandi",NA,NA,NA,"Chordata","Mammalia","Carnivora","Phocidae",NA
"Neomonachus_tropicalis","Neomonachus tropicalis","1 - exact_fullsci_w_ssp","Neomonachus tropicalis",NA,NA,NA,"Chordata","Mammalia","Carnivora","Phocidae",NA
"Neomys_anomalus","Neomys anomalus","1 - exact_fullsci_w_ssp","Neomys anomalus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Neomys_fodiens","Neomys fodiens","1 - exact_fullsci_w_ssp","Neomys fodiens",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Neomys_teres","Neomys teres","1 - exact_fullsci_w_ssp","Neomys teres",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Neophascogale_lorentzii","Neophascogale lorentzii","1 - exact_fullsci_w_ssp","Neophascogale lorentzii",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Neophoca_cinerea","Neophoca cinerea","1 - exact_fullsci_w_ssp","Neophoca cinerea",NA,NA,NA,"Chordata","Mammalia","Carnivora","Otariidae",NA
"Neophocaena_asiaeorientalis","Neophocaena asiaeorientalis","1 - exact_fullsci_w_ssp","Neophocaena asiaeorientalis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Phocoenidae",NA
"Neophocaena_phocaenoides","Neophocaena phocaenoides","1 - exact_fullsci_w_ssp","Neophocaena phocaenoides",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Phocoenidae",NA
"Neopteryx_frosti","Neopteryx frosti","1 - exact_fullsci_w_ssp","Neopteryx frosti",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Pteropodidae",NA
"Neoromicia_zuluensis","Neoromicia zuluensis","1 - exact_fullsci_w_ssp","Neoromicia zuluensis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Neotamias_bulleri","Neotamias bulleri","1 - exact_fullsci_w_ssp","Neotamias bulleri",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Neotamias_cinereicollis","Neotamias cinereicollis","1 - exact_fullsci_w_ssp","Neotamias cinereicollis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Neotamias_durangae","Neotamias durangae","1 - exact_fullsci_w_ssp","Neotamias durangae",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Neotamias_ochrogenys","Neotamias ochrogenys","1 - exact_fullsci_w_ssp","Neotamias ochrogenys",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Neotamias_panamintinus","Neotamias panamintinus","1 - exact_fullsci_w_ssp","Neotamias panamintinus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Neotamias_ruficaudus","Neotamias ruficaudus","1 - exact_fullsci_w_ssp","Neotamias ruficaudus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Neotetracus_sinensis","Neotetracus sinensis","1 - exact_fullsci_w_ssp","Neotetracus sinensis",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Erinaceidae",NA
"Neotoma_albigula","Neotoma albigula","1 - exact_fullsci_w_ssp","Neotoma albigula",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_cinerea","Neotoma cinerea","1 - exact_fullsci_w_ssp","Neotoma cinerea",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_floridana","Neotoma floridana","1 - exact_fullsci_w_ssp","Neotoma floridana",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_fuscipes","Neotoma fuscipes","1 - exact_fullsci_w_ssp","Neotoma fuscipes",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_goldmani","Neotoma goldmani","1 - exact_fullsci_w_ssp","Neotoma goldmani",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_lepida","Neotoma lepida","1 - exact_fullsci_w_ssp","Neotoma lepida",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_leucodon","Neotoma leucodon","1 - exact_fullsci_w_ssp","Neotoma leucodon",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_macrotis","Neotoma macrotis","1 - exact_fullsci_w_ssp","Neotoma macrotis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_magister","Neotoma magister","1 - exact_fullsci_w_ssp","Neotoma magister",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_melanura","Neotoma melanura","1 - exact_fullsci_w_ssp","Neotoma melanura",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_mexicana","Neotoma mexicana","1 - exact_fullsci_w_ssp","Neotoma mexicana",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_micropus","Neotoma micropus","1 - exact_fullsci_w_ssp","Neotoma micropus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_nelsoni","Neotoma nelsoni","1 - exact_fullsci_w_ssp","Neotoma nelsoni",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_phenax","Neotoma phenax","1 - exact_fullsci_w_ssp","Neotoma phenax",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_picta","Neotoma picta","1 - exact_fullsci_w_ssp","Neotoma picta",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotoma_stephensi","Neotoma stephensi","1 - exact_fullsci_w_ssp","Neotoma stephensi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotomodon_alstoni","Neotomodon alstoni","1 - exact_fullsci_w_ssp","Neotomodon alstoni",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Neotragus_pygmaeus","Neotragus pygmaeus","1 - exact_fullsci_w_ssp","Neotragus pygmaeus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Bovidae",NA
"Nephelomys_albigularis","Nephelomys albigularis","1 - exact_fullsci_w_ssp","Nephelomys albigularis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Nephelomys_childi","Nephelomys childi","1 - exact_fullsci_w_ssp","Nephelomys childi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Nephelomys_meridensis","Nephelomys meridensis","1 - exact_fullsci_w_ssp","Nephelomys meridensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Nesogale_dobsoni","Nesogale dobsoni","1 - exact_fullsci_w_ssp","Nesogale dobsoni",NA,NA,NA,"Chordata","Mammalia","NA","Tenrecidae",NA
"Nesogale_talazaci","Nesogale talazaci","1 - exact_fullsci_w_ssp","Nesogale talazaci",NA,NA,NA,"Chordata","Mammalia","NA","Tenrecidae",NA
"Nesolagus_netscheri","Nesolagus netscheri","1 - exact_fullsci_w_ssp","Nesolagus netscheri",NA,NA,NA,"Chordata","Mammalia","Lagomorpha","Leporidae",NA
"Nesolagus_timminsi","Nesolagus timminsi","1 - exact_fullsci_w_ssp","Nesolagus timminsi",NA,NA,NA,"Chordata","Mammalia","Lagomorpha","Leporidae",NA
"Nesomys_rufus","Nesomys rufus","1 - exact_fullsci_w_ssp","Nesomys rufus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Nesomyidae",NA
"Nesonycteris_fardoulisi","Nesonycteris fardoulisi","1 - exact_fullsci_w_ssp","Nesonycteris fardoulisi",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Pteropodidae",NA
"Nesoryzomys_narboroughi","Nesoryzomys narboroughi","1 - exact_fullsci_w_ssp","Nesoryzomys narboroughi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
